"age"	"job"	"marital"	"education"	"default"	"balance"	"housing"	"loan"	"contact"	"day"	"month"	"duration"	"campaign"	"y"
36	"unemployed"	"married"	"secondary"	"no"	16	"yes"	"yes"	"cellular"	17	"nov"	89	2	"no"
34	"technician"	"single"	"secondary"	"no"	486	"yes"	"no"	"unknown"	27	"may"	185	1	"no"
47	"blue-collar"	"married"	"primary"	"no"	0	"no"	"no"	"cellular"	26	"aug"	71	4	"no"
33	"management"	"married"	"tertiary"	"no"	2750	"no"	"no"	"cellular"	5	"feb"	242	1	"no"
45	"blue-collar"	"married"	"secondary"	"no"	159	"yes"	"yes"	"unknown"	30	"may"	251	2	"no"
47	"retired"	"divorced"	"tertiary"	"no"	1431	"yes"	"no"	"cellular"	30	"apr"	127	1	"no"
46	"services"	"married"	"secondary"	"no"	216	"yes"	"no"	"unknown"	6	"may"	524	2	"no"
49	"technician"	"married"	"tertiary"	"no"	2568	"yes"	"no"	"cellular"	10	"jul"	192	1	"no"
24	"management"	"single"	"tertiary"	"no"	1	"no"	"no"	"cellular"	14	"may"	396	5	"yes"
39	"technician"	"divorced"	"secondary"	"no"	0	"yes"	"yes"	"cellular"	30	"apr"	85	1	"no"
32	"technician"	"married"	"tertiary"	"no"	2976	"yes"	"no"	"cellular"	14	"aug"	88	5	"no"
30	"blue-collar"	"married"	"secondary"	"no"	-6	"yes"	"no"	"cellular"	17	"apr"	461	1	"no"
46	"admin."	"married"	"secondary"	"no"	1069	"yes"	"no"	"unknown"	8	"may"	45	2	"no"
30	"admin."	"married"	"tertiary"	"no"	501	"yes"	"yes"	"cellular"	25	"may"	92	1	"no"
34	"management"	"married"	"tertiary"	"no"	65	"yes"	"no"	"cellular"	18	"nov"	544	1	"no"
53	"retired"	"married"	"primary"	"no"	61	"no"	"yes"	"cellular"	10	"jul"	190	1	"no"
46	"admin."	"single"	"secondary"	"no"	596	"yes"	"no"	"cellular"	20	"apr"	138	3	"no"
36	"management"	"single"	"tertiary"	"no"	442	"yes"	"yes"	"cellular"	29	"jul"	102	3	"no"
47	"blue-collar"	"married"	"primary"	"no"	254	"no"	"yes"	"cellular"	8	"aug"	492	3	"no"
41	"management"	"married"	"tertiary"	"no"	25	"no"	"no"	"cellular"	18	"nov"	431	2	"no"
32	"services"	"single"	"secondary"	"no"	182	"yes"	"no"	"cellular"	6	"may"	145	1	"no"
32	"technician"	"single"	"tertiary"	"no"	127	"no"	"no"	"cellular"	5	"aug"	168	3	"no"
35	"unemployed"	"married"	"secondary"	"no"	315	"yes"	"no"	"telephone"	19	"nov"	70	1	"no"
29	"self-employed"	"single"	"secondary"	"no"	970	"yes"	"no"	"cellular"	13	"may"	240	1	"no"
45	"admin."	"married"	"secondary"	"no"	215	"yes"	"yes"	"cellular"	15	"may"	14	4	"no"
60	"technician"	"married"	"secondary"	"no"	851	"no"	"yes"	"cellular"	18	"jul"	112	2	"no"
26	"blue-collar"	"single"	"secondary"	"no"	277	"no"	"no"	"unknown"	14	"may"	514	2	"no"
40	"management"	"married"	"secondary"	"no"	830	"no"	"no"	"cellular"	22	"aug"	155	6	"no"
36	"management"	"married"	"tertiary"	"no"	928	"yes"	"no"	"cellular"	20	"apr"	239	1	"no"
55	"blue-collar"	"married"	"primary"	"no"	431	"yes"	"no"	"unknown"	12	"may"	68	2	"no"
30	"services"	"married"	"secondary"	"no"	137	"no"	"no"	"cellular"	4	"jul"	407	1	"no"
51	"services"	"married"	"secondary"	"no"	121	"yes"	"no"	"cellular"	10	"jul"	122	1	"no"
46	"technician"	"divorced"	"secondary"	"no"	-90	"no"	"yes"	"telephone"	17	"oct"	270	1	"yes"
28	"admin."	"single"	"secondary"	"no"	1842	"yes"	"no"	"cellular"	4	"may"	92	2	"no"
45	"admin."	"married"	"secondary"	"no"	142	"yes"	"yes"	"unknown"	29	"may"	110	3	"no"
32	"technician"	"married"	"secondary"	"no"	0	"no"	"no"	"cellular"	21	"aug"	120	3	"no"
33	"technician"	"married"	"tertiary"	"no"	565	"yes"	"no"	"cellular"	8	"may"	77	2	"no"
54	"management"	"married"	"primary"	"no"	1691	"yes"	"no"	"cellular"	20	"nov"	186	1	"no"
60	"management"	"married"	"primary"	"no"	0	"no"	"no"	"unknown"	17	"jun"	442	1	"no"
27	"admin."	"married"	"secondary"	"no"	102	"yes"	"no"	"cellular"	29	"jan"	123	2	"no"
40	"self-employed"	"single"	"unknown"	"no"	109	"yes"	"no"	"cellular"	4	"feb"	258	1	"no"
47	"self-employed"	"married"	"tertiary"	"no"	0	"no"	"no"	"telephone"	21	"nov"	28	1	"no"
32	"management"	"divorced"	"tertiary"	"no"	787	"yes"	"no"	"cellular"	11	"aug"	72	2	"no"
33	"blue-collar"	"married"	"secondary"	"no"	-409	"yes"	"no"	"unknown"	3	"jun"	235	3	"no"
27	"services"	"single"	"secondary"	"no"	3110	"yes"	"no"	"unknown"	3	"jun"	356	2	"no"
31	"self-employed"	"married"	"tertiary"	"no"	1194	"yes"	"no"	"cellular"	15	"may"	50	1	"no"
56	"admin."	"married"	"secondary"	"no"	382	"no"	"no"	"cellular"	20	"apr"	275	1	"no"
54	"services"	"married"	"secondary"	"no"	88	"yes"	"no"	"unknown"	13	"may"	190	1	"no"
40	"management"	"married"	"tertiary"	"no"	917	"yes"	"no"	"unknown"	20	"may"	292	1	"no"
50	"services"	"divorced"	"secondary"	"no"	641	"no"	"no"	"cellular"	25	"may"	128	3	"no"
28	"unemployed"	"single"	"primary"	"no"	236	"no"	"no"	"cellular"	6	"feb"	460	3	"no"
33	"management"	"single"	"tertiary"	"no"	923	"yes"	"no"	"unknown"	30	"may"	118	6	"no"
31	"technician"	"single"	"secondary"	"no"	18	"no"	"no"	"cellular"	2	"jul"	109	1	"no"
48	"management"	"married"	"tertiary"	"no"	732	"no"	"no"	"cellular"	13	"aug"	255	1	"no"
59	"retired"	"married"	"primary"	"no"	646	"yes"	"no"	"unknown"	16	"may"	140	1	"no"
37	"self-employed"	"single"	"tertiary"	"no"	1116	"no"	"no"	"unknown"	17	"jun"	184	1	"no"
50	"blue-collar"	"married"	"primary"	"no"	0	"yes"	"no"	"cellular"	23	"jul"	137	1	"no"
37	"services"	"married"	"secondary"	"no"	775	"no"	"no"	"cellular"	14	"aug"	150	2	"yes"
42	"technician"	"married"	"secondary"	"no"	-129	"yes"	"no"	"unknown"	3	"jun"	175	1	"no"
60	"retired"	"divorced"	"primary"	"no"	1582	"no"	"yes"	"unknown"	18	"jun"	159	1	"no"
51	"admin."	"married"	"secondary"	"no"	73	"no"	"no"	"cellular"	21	"jul"	195	1	"no"
53	"retired"	"single"	"secondary"	"yes"	-741	"yes"	"yes"	"cellular"	17	"nov"	53	1	"no"
42	"management"	"married"	"tertiary"	"no"	294	"no"	"no"	"cellular"	26	"aug"	513	1	"yes"
27	"blue-collar"	"single"	"primary"	"no"	68	"yes"	"yes"	"cellular"	11	"may"	50	5	"no"
31	"technician"	"married"	"secondary"	"no"	310	"yes"	"no"	"cellular"	20	"aug"	228	2	"no"
45	"retired"	"single"	"tertiary"	"no"	212	"no"	"no"	"unknown"	9	"jun"	63	1	"no"
23	"student"	"single"	"tertiary"	"no"	82	"no"	"no"	"cellular"	4	"may"	289	4	"no"
33	"management"	"single"	"tertiary"	"no"	0	"yes"	"no"	"cellular"	2	"feb"	116	3	"no"
51	"management"	"divorced"	"tertiary"	"no"	6	"no"	"no"	"unknown"	2	"jun"	193	4	"no"
49	"blue-collar"	"married"	"secondary"	"no"	783	"yes"	"no"	"unknown"	12	"may"	166	4	"no"
29	"blue-collar"	"married"	"primary"	"no"	50	"no"	"no"	"cellular"	8	"jul"	185	2	"no"
62	"retired"	"married"	"primary"	"no"	0	"no"	"no"	"telephone"	15	"oct"	280	1	"no"
36	"technician"	"single"	"secondary"	"no"	94	"yes"	"no"	"cellular"	20	"apr"	274	1	"no"
23	"admin."	"single"	"secondary"	"no"	1104	"yes"	"no"	"unknown"	12	"may"	120	2	"no"
28	"technician"	"single"	"secondary"	"no"	181	"yes"	"no"	"cellular"	28	"jul"	139	3	"no"
50	"technician"	"married"	"secondary"	"no"	59	"yes"	"no"	"cellular"	25	"jul"	57	5	"no"
45	"blue-collar"	"married"	"secondary"	"no"	221	"no"	"yes"	"cellular"	25	"aug"	153	4	"no"
53	"technician"	"married"	"secondary"	"no"	234	"no"	"no"	"cellular"	7	"aug"	103	2	"no"
46	"blue-collar"	"married"	"primary"	"no"	537	"no"	"no"	"unknown"	26	"may"	222	5	"no"
30	"management"	"married"	"tertiary"	"no"	1814	"yes"	"no"	"cellular"	18	"may"	207	4	"no"
57	"admin."	"divorced"	"primary"	"no"	987	"no"	"no"	"unknown"	16	"jun"	295	2	"no"
32	"admin."	"married"	"secondary"	"no"	901	"yes"	"no"	"cellular"	20	"nov"	140	1	"no"
46	"blue-collar"	"married"	"primary"	"no"	977	"no"	"yes"	"telephone"	2	"feb"	436	3	"yes"
50	"blue-collar"	"married"	"primary"	"no"	377	"yes"	"no"	"unknown"	7	"may"	221	1	"no"
32	"blue-collar"	"single"	"primary"	"no"	1137	"yes"	"yes"	"cellular"	6	"may"	274	1	"no"
25	"blue-collar"	"single"	"primary"	"no"	155	"yes"	"no"	"unknown"	30	"may"	85	4	"no"
38	"blue-collar"	"married"	"secondary"	"no"	121	"yes"	"yes"	"cellular"	9	"jul"	80	2	"no"
27	"admin."	"single"	"secondary"	"no"	276	"yes"	"no"	"unknown"	19	"may"	311	2	"no"
26	"student"	"single"	"unknown"	"no"	198	"no"	"no"	"cellular"	5	"feb"	161	1	"no"
25	"student"	"single"	"secondary"	"no"	1139	"yes"	"no"	"unknown"	15	"may"	22	3	"no"
34	"unknown"	"married"	"secondary"	"no"	1434	"no"	"no"	"cellular"	21	"nov"	50	2	"no"
44	"self-employed"	"married"	"tertiary"	"no"	292	"yes"	"no"	"unknown"	6	"may"	162	1	"no"
38	"housemaid"	"married"	"primary"	"no"	196	"no"	"no"	"cellular"	30	"apr"	574	1	"yes"
37	"blue-collar"	"married"	"primary"	"no"	152	"yes"	"no"	"cellular"	17	"apr"	252	2	"no"
20	"student"	"single"	"secondary"	"no"	502	"no"	"no"	"cellular"	30	"apr"	261	1	"yes"
40	"services"	"married"	"primary"	"no"	1117	"yes"	"no"	"unknown"	13	"may"	280	1	"no"
49	"blue-collar"	"married"	"secondary"	"no"	233	"yes"	"no"	"cellular"	25	"jul"	179	2	"no"
44	"admin."	"single"	"secondary"	"no"	946	"yes"	"no"	"unknown"	30	"may"	181	4	"no"
36	"blue-collar"	"married"	"secondary"	"no"	1055	"yes"	"no"	"cellular"	4	"feb"	62	1	"no"
48	"management"	"married"	"unknown"	"no"	970	"no"	"no"	"cellular"	31	"jul"	67	2	"no"
29	"management"	"single"	"tertiary"	"no"	74	"no"	"no"	"cellular"	6	"aug"	174	1	"no"
45	"management"	"divorced"	"tertiary"	"yes"	-946	"yes"	"no"	"cellular"	13	"may"	213	1	"no"
36	"management"	"married"	"tertiary"	"no"	-861	"yes"	"yes"	"cellular"	28	"jul"	53	2	"no"
37	"management"	"married"	"tertiary"	"no"	347	"yes"	"no"	"cellular"	22	"jul"	282	1	"no"
59	"self-employed"	"married"	"tertiary"	"no"	185	"no"	"no"	"cellular"	4	"feb"	283	1	"no"
46	"blue-collar"	"single"	"primary"	"no"	355	"yes"	"no"	"unknown"	13	"may"	320	1	"no"
38	"housemaid"	"single"	"tertiary"	"no"	0	"no"	"no"	"cellular"	3	"jun"	137	3	"no"
35	"services"	"married"	"secondary"	"no"	52	"yes"	"no"	"cellular"	2	"mar"	378	4	"yes"
27	"management"	"single"	"tertiary"	"no"	731	"yes"	"no"	"unknown"	28	"may"	335	2	"no"
52	"management"	"married"	"tertiary"	"no"	-11	"yes"	"no"	"cellular"	11	"may"	94	4	"no"
32	"admin."	"single"	"secondary"	"no"	-15	"no"	"no"	"unknown"	27	"may"	214	2	"no"
53	"unknown"	"married"	"unknown"	"no"	1347	"no"	"no"	"unknown"	5	"jun"	92	2	"no"
51	"technician"	"married"	"secondary"	"no"	614	"yes"	"no"	"cellular"	18	"may"	9	4	"no"
40	"entrepreneur"	"divorced"	"secondary"	"no"	1247	"yes"	"no"	"cellular"	2	"feb"	445	2	"no"
33	"blue-collar"	"married"	"primary"	"no"	463	"yes"	"no"	"unknown"	23	"may"	230	1	"no"
46	"unemployed"	"married"	"primary"	"no"	1	"yes"	"no"	"cellular"	31	"jul"	43	2	"no"
27	"blue-collar"	"married"	"secondary"	"no"	-335	"yes"	"yes"	"unknown"	4	"jun"	324	1	"no"
36	"admin."	"married"	"secondary"	"no"	1601	"yes"	"no"	"unknown"	23	"may"	163	3	"no"
42	"admin."	"single"	"secondary"	"no"	-847	"yes"	"no"	"unknown"	27	"may"	137	2	"no"
53	"retired"	"divorced"	"secondary"	"no"	84	"no"	"no"	"cellular"	23	"jul"	336	1	"no"
26	"technician"	"single"	"secondary"	"no"	1256	"no"	"no"	"unknown"	26	"may"	404	1	"no"
21	"student"	"single"	"unknown"	"no"	200	"no"	"no"	"unknown"	1	"jun"	8	1	"no"
32	"blue-collar"	"divorced"	"secondary"	"no"	-299	"yes"	"no"	"cellular"	8	"jul"	192	2	"no"
54	"admin."	"married"	"secondary"	"no"	812	"yes"	"yes"	"cellular"	31	"jul"	83	6	"no"
26	"admin."	"single"	"secondary"	"no"	0	"yes"	"no"	"cellular"	18	"jul"	142	1	"no"
43	"management"	"married"	"tertiary"	"no"	356	"no"	"no"	"unknown"	5	"jun"	80	1	"no"
33	"management"	"single"	"tertiary"	"no"	0	"no"	"no"	"telephone"	5	"jun"	109	1	"no"
63	"self-employed"	"married"	"tertiary"	"no"	-39	"no"	"no"	"cellular"	1	"apr"	387	2	"yes"
35	"technician"	"single"	"secondary"	"no"	14	"no"	"no"	"cellular"	11	"aug"	113	2	"no"
28	"entrepreneur"	"single"	"tertiary"	"no"	135	"yes"	"no"	"unknown"	21	"may"	195	1	"no"
49	"entrepreneur"	"married"	"primary"	"no"	199	"no"	"no"	"unknown"	13	"may"	113	2	"no"
31	"student"	"single"	"secondary"	"no"	0	"no"	"no"	"cellular"	22	"sep"	173	1	"no"
46	"blue-collar"	"divorced"	"secondary"	"no"	2441	"no"	"no"	"unknown"	19	"jun"	217	2	"no"
43	"management"	"married"	"tertiary"	"no"	1059	"no"	"yes"	"cellular"	1	"jun"	335	2	"yes"
37	"management"	"divorced"	"tertiary"	"no"	0	"yes"	"no"	"cellular"	6	"aug"	99	5	"no"
45	"admin."	"married"	"secondary"	"no"	1435	"yes"	"no"	"cellular"	30	"apr"	257	1	"no"
37	"management"	"married"	"tertiary"	"no"	392	"no"	"no"	"cellular"	6	"aug"	115	2	"no"
41	"management"	"married"	"tertiary"	"no"	0	"yes"	"no"	"unknown"	13	"may"	161	1	"no"
34	"self-employed"	"single"	"tertiary"	"no"	6	"no"	"no"	"cellular"	20	"nov"	501	2	"no"
44	"blue-collar"	"married"	"unknown"	"no"	1149	"yes"	"no"	"cellular"	21	"nov"	67	5	"no"
27	"services"	"single"	"secondary"	"no"	1636	"yes"	"no"	"unknown"	28	"may"	282	2	"no"
54	"blue-collar"	"married"	"primary"	"no"	2110	"yes"	"no"	"cellular"	16	"apr"	618	1	"no"
50	"blue-collar"	"married"	"primary"	"no"	565	"yes"	"yes"	"cellular"	28	"aug"	36	3	"no"
44	"admin."	"single"	"unknown"	"yes"	-612	"yes"	"no"	"cellular"	31	"jul"	297	1	"no"
30	"management"	"single"	"tertiary"	"no"	501	"yes"	"no"	"unknown"	23	"may"	209	3	"no"
27	"housemaid"	"married"	"primary"	"yes"	-238	"no"	"no"	"cellular"	14	"jul"	132	4	"no"
50	"blue-collar"	"married"	"secondary"	"yes"	0	"yes"	"no"	"cellular"	26	"aug"	240	5	"no"
39	"blue-collar"	"married"	"primary"	"no"	279	"yes"	"no"	"unknown"	5	"may"	361	1	"no"
34	"blue-collar"	"married"	"secondary"	"no"	470	"yes"	"yes"	"cellular"	20	"apr"	217	1	"no"
29	"services"	"single"	"secondary"	"no"	20	"yes"	"no"	"unknown"	15	"may"	431	1	"no"
27	"technician"	"single"	"secondary"	"no"	0	"yes"	"no"	"cellular"	6	"may"	176	1	"no"
31	"blue-collar"	"single"	"secondary"	"no"	334	"yes"	"yes"	"unknown"	2	"jun"	425	2	"no"
34	"blue-collar"	"single"	"secondary"	"no"	0	"yes"	"no"	"cellular"	10	"jul"	307	1	"no"
33	"technician"	"divorced"	"secondary"	"no"	140	"yes"	"no"	"unknown"	5	"may"	227	1	"no"
42	"management"	"single"	"tertiary"	"no"	270	"yes"	"no"	"cellular"	31	"jul"	68	5	"no"
33	"technician"	"single"	"secondary"	"no"	18	"no"	"no"	"cellular"	22	"aug"	93	2	"no"
51	"housemaid"	"divorced"	"primary"	"no"	127	"no"	"no"	"unknown"	13	"sep"	69	1	"no"
27	"technician"	"single"	"secondary"	"no"	292	"yes"	"no"	"telephone"	18	"may"	45	4	"no"
60	"retired"	"married"	"secondary"	"yes"	0	"no"	"no"	"cellular"	19	"aug"	316	2	"no"
37	"blue-collar"	"married"	"primary"	"no"	1021	"no"	"no"	"unknown"	9	"jun"	173	1	"no"
26	"admin."	"married"	"secondary"	"no"	714	"yes"	"no"	"unknown"	28	"may"	183	1	"no"
40	"management"	"married"	"tertiary"	"no"	1855	"no"	"no"	"telephone"	8	"feb"	78	6	"yes"
34	"services"	"married"	"secondary"	"no"	-508	"yes"	"no"	"unknown"	20	"may"	309	2	"no"
30	"admin."	"single"	"secondary"	"no"	915	"yes"	"no"	"unknown"	27	"apr"	370	1	"yes"
37	"technician"	"married"	"secondary"	"no"	157	"yes"	"no"	"unknown"	7	"may"	238	2	"no"
36	"blue-collar"	"married"	"primary"	"no"	409	"yes"	"no"	"unknown"	11	"jun"	81	3	"no"
59	"admin."	"single"	"secondary"	"no"	-423	"yes"	"yes"	"cellular"	20	"apr"	84	1	"no"
39	"management"	"married"	"tertiary"	"no"	3	"yes"	"no"	"cellular"	18	"nov"	341	1	"no"
39	"entrepreneur"	"married"	"secondary"	"no"	283	"yes"	"no"	"unknown"	26	"may"	126	2	"no"
41	"management"	"married"	"tertiary"	"no"	371	"no"	"no"	"cellular"	9	"feb"	107	5	"no"
47	"unemployed"	"married"	"tertiary"	"no"	1172	"no"	"yes"	"cellular"	19	"nov"	86	1	"no"
48	"blue-collar"	"single"	"primary"	"no"	755	"yes"	"no"	"cellular"	29	"jul"	65	2	"no"
55	"self-employed"	"married"	"primary"	"no"	468	"yes"	"no"	"cellular"	11	"may"	214	2	"no"
32	"admin."	"married"	"secondary"	"no"	-4	"no"	"no"	"cellular"	8	"may"	47	5	"no"
38	"technician"	"married"	"secondary"	"no"	381	"yes"	"no"	"unknown"	29	"may"	126	2	"no"
36	"management"	"divorced"	"tertiary"	"no"	276	"yes"	"no"	"cellular"	22	"aug"	131	2	"no"
33	"entrepreneur"	"single"	"secondary"	"no"	1808	"no"	"no"	"cellular"	19	"nov"	84	1	"no"
26	"unemployed"	"married"	"primary"	"no"	70	"yes"	"no"	"unknown"	28	"may"	99	2	"no"
34	"student"	"single"	"primary"	"no"	3004	"no"	"no"	"unknown"	28	"may"	49	3	"no"
53	"self-employed"	"divorced"	"tertiary"	"no"	8	"no"	"no"	"cellular"	28	"jan"	201	3	"no"
41	"technician"	"married"	"secondary"	"no"	978	"no"	"no"	"cellular"	29	"jul"	55	2	"no"
36	"blue-collar"	"married"	"primary"	"no"	250	"yes"	"no"	"unknown"	8	"may"	149	1	"no"
33	"technician"	"single"	"secondary"	"no"	555	"no"	"yes"	"cellular"	4	"jul"	425	2	"no"
57	"blue-collar"	"married"	"primary"	"no"	1352	"yes"	"no"	"unknown"	13	"may"	104	2	"no"
52	"entrepreneur"	"divorced"	"tertiary"	"no"	1089	"no"	"yes"	"cellular"	9	"feb"	216	4	"no"
35	"management"	"married"	"tertiary"	"no"	656	"yes"	"yes"	"cellular"	21	"nov"	83	4	"no"
35	"blue-collar"	"married"	"secondary"	"no"	876	"yes"	"no"	"cellular"	20	"apr"	318	1	"no"
46	"services"	"married"	"secondary"	"no"	1034	"no"	"no"	"cellular"	8	"aug"	109	2	"no"
58	"blue-collar"	"divorced"	"secondary"	"no"	543	"no"	"yes"	"telephone"	17	"jul"	264	3	"no"
43	"management"	"married"	"tertiary"	"no"	2987	"no"	"no"	"cellular"	11	"mar"	103	3	"no"
46	"blue-collar"	"married"	"primary"	"yes"	575	"no"	"no"	"cellular"	6	"aug"	127	3	"no"
43	"blue-collar"	"married"	"secondary"	"no"	1437	"yes"	"no"	"cellular"	14	"may"	94	1	"no"
41	"technician"	"divorced"	"secondary"	"no"	75	"no"	"no"	"cellular"	20	"aug"	351	2	"no"
52	"unknown"	"married"	"tertiary"	"no"	1618	"no"	"no"	"cellular"	29	"jan"	184	2	"no"
34	"services"	"married"	"secondary"	"no"	70	"yes"	"yes"	"unknown"	23	"may"	138	4	"no"
38	"management"	"divorced"	"unknown"	"no"	0	"yes"	"no"	"cellular"	18	"nov"	96	2	"no"
30	"blue-collar"	"single"	"secondary"	"no"	648	"yes"	"yes"	"unknown"	8	"may"	287	1	"no"
41	"technician"	"married"	"secondary"	"no"	0	"no"	"no"	"unknown"	20	"jun"	267	2	"no"
35	"management"	"single"	"tertiary"	"no"	467	"yes"	"no"	"cellular"	14	"aug"	82	2	"no"
36	"management"	"married"	"tertiary"	"no"	900	"yes"	"no"	"unknown"	15	"may"	475	2	"no"
52	"technician"	"married"	"secondary"	"no"	1373	"no"	"no"	"cellular"	27	"oct"	157	1	"no"
49	"blue-collar"	"married"	"primary"	"no"	-347	"yes"	"yes"	"unknown"	4	"jun"	213	3	"no"
59	"admin."	"divorced"	"secondary"	"no"	636	"no"	"no"	"cellular"	12	"aug"	91	4	"no"
43	"technician"	"married"	"secondary"	"no"	-796	"no"	"no"	"cellular"	7	"jul"	190	4	"no"
49	"management"	"married"	"tertiary"	"no"	1912	"yes"	"no"	"cellular"	20	"aug"	380	4	"no"
55	"technician"	"married"	"secondary"	"no"	0	"no"	"no"	"cellular"	27	"jul"	506	2	"no"
26	"technician"	"married"	"tertiary"	"no"	-385	"yes"	"no"	"cellular"	28	"jul"	163	3	"no"
49	"blue-collar"	"married"	"secondary"	"no"	64	"yes"	"no"	"unknown"	7	"may"	293	3	"no"
32	"blue-collar"	"married"	"secondary"	"no"	43	"yes"	"no"	"unknown"	21	"may"	173	2	"no"
46	"blue-collar"	"married"	"secondary"	"no"	781	"no"	"no"	"unknown"	13	"may"	152	1	"no"
32	"technician"	"single"	"secondary"	"no"	-5	"no"	"yes"	"cellular"	26	"aug"	300	4	"no"
40	"blue-collar"	"divorced"	"secondary"	"no"	635	"yes"	"no"	"cellular"	13	"may"	122	2	"no"
57	"management"	"married"	"primary"	"no"	687	"yes"	"yes"	"telephone"	21	"jul"	107	3	"no"
59	"housemaid"	"married"	"primary"	"no"	0	"no"	"no"	"unknown"	5	"jun"	307	1	"no"
49	"blue-collar"	"married"	"secondary"	"no"	203	"no"	"no"	"unknown"	4	"jun"	167	1	"no"
40	"blue-collar"	"married"	"primary"	"no"	-35	"yes"	"no"	"cellular"	18	"may"	194	3	"no"
42	"blue-collar"	"married"	"primary"	"no"	479	"yes"	"no"	"unknown"	9	"may"	391	2	"no"
38	"technician"	"married"	"secondary"	"no"	6	"yes"	"no"	"unknown"	26	"may"	113	4	"no"
35	"services"	"married"	"secondary"	"no"	109	"yes"	"no"	"unknown"	6	"may"	597	3	"no"
24	"blue-collar"	"single"	"secondary"	"no"	630	"yes"	"no"	"cellular"	16	"apr"	296	1	"no"
50	"admin."	"married"	"secondary"	"no"	298	"no"	"yes"	"cellular"	28	"jul"	174	6	"no"
42	"entrepreneur"	"divorced"	"tertiary"	"yes"	2	"yes"	"no"	"unknown"	5	"may"	380	1	"no"
55	"admin."	"divorced"	"secondary"	"no"	166	"no"	"no"	"unknown"	20	"jun"	84	4	"no"
56	"blue-collar"	"married"	"primary"	"no"	175	"no"	"yes"	"cellular"	8	"jul"	188	1	"no"
48	"blue-collar"	"single"	"primary"	"no"	244	"yes"	"no"	"cellular"	15	"may"	54	5	"no"
36	"blue-collar"	"married"	"secondary"	"no"	71	"yes"	"no"	"unknown"	30	"may"	510	5	"no"
67	"retired"	"married"	"tertiary"	"no"	2812	"no"	"no"	"cellular"	6	"aug"	190	1	"no"
36	"admin."	"single"	"secondary"	"no"	787	"no"	"no"	"unknown"	17	"jun"	92	1	"no"
59	"admin."	"married"	"secondary"	"no"	231	"no"	"yes"	"cellular"	17	"nov"	59	1	"no"
51	"technician"	"married"	"secondary"	"no"	-379	"yes"	"no"	"cellular"	5	"aug"	261	1	"no"
32	"management"	"single"	"tertiary"	"no"	819	"yes"	"no"	"cellular"	20	"apr"	114	2	"yes"
18	"student"	"single"	"secondary"	"no"	5	"no"	"no"	"cellular"	24	"aug"	143	2	"no"
35	"technician"	"married"	"tertiary"	"no"	1654	"no"	"no"	"cellular"	7	"aug"	169	2	"no"
52	"technician"	"married"	"secondary"	"no"	-240	"no"	"no"	"cellular"	19	"aug"	392	3	"no"
